,Unnamed: 0,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE
8,8,2018-01-01,Gunnison,<TL,2603.1764705882347,-5.235294117647058,4.764705882352942,-15.647058823529413,-15.294117647058822,43.529411764705884,0.5882352941176471,147.94117647058823,6.9411764705882355,0.0,0.0,0.002941176470588236,0.0,0.0,38.39411764705883,8.770000000000001
34,8,2018-01-02,Gunnison,<TL,2603.1764705882347,-6.588235294117648,4.0,-14.0,-17.11764705882353,37.352941176470594,4.588235294117646,166.64705882352942,10.823529411764708,0.0,0.0,0.05882352941176471,0.0,0.0,38.39411764705883,8.770000000000001
60,8,2018-01-03,Gunnison,<TL,2603.1764705882347,-7.823529411764706,1.0,-20.58823529411765,-20.529411764705888,34.529411764705884,1.3529411764705883,144.2941176470588,4.235294117647058,0.0,0.0,0.0,0.0,0.0,38.39411764705883,8.770000000000001
86,8,2018-01-04,Gunnison,<TL,2603.1764705882347,-6.529411764705883,0.4705882352941176,-17.764705882352942,-21.70588235294117,30.294117647058826,1.3529411764705883,148.52941176470586,5.0588235294117645,0.0,0.0,0.0,0.0,0.0,38.39411764705883,8.770000000000001
112,8,2018-01-05,Gunnison,<TL,2618.875,-4.625,3.25,-15.5,-14.5625,42.1875,1.625,150.5625,5.1875,0.0,0.0,0.046875,0.0,0.0,36.225,8.762500000000001
138,8,2018-01-06,Gunnison,<TL,2618.875,-4.8125,4.625,-12.3125,-10.3125,56.0,0.8125,156.0,5.1875,0.0,0.0,0.03125,0.0,0.0,36.225,9.013750000000002
164,8,2018-01-07,Gunnison,<TL,2619.0625,-3.5625,2.3125,-8.625,-7.5625,65.9375,14.625,262.1875,25.625,0.0,0.8525,0.300625,17.60625,1.1575,43.77500000000001,9.61875
190,8,2018-01-08,Gunnison,<TL,2605.75,-8.625,1.625,-15.5625,-10.875,73.5,2.4375,213.8125,3.5,0.0,0.0,0.0475,0.0,0.0,43.3,9.3675
216,8,2018-01-09,Gunnison,<TL,2603.1764705882347,-1.1176470588235294,2.117647058823529,-8.294117647058824,-3.0,81.3529411764706,4.411764705882354,192.88235294117646,8.705882352941176,0.008823529411764706,0.5688235294117648,0.22764705882352945,5.5176470588235285,0.8570588235294118,66.0,10.16
242,8,2018-01-10,Gunnison,<TL,2636.866666666667,-0.2,4.2,-6.933333333333334,-2.466666666666667,90.8,7.2,172.0,21.93333333333333,0.0,0.04533333333333333,0.30866666666666664,0.9533333333333336,0.058666666666666666,61.0,10.193333333333333
268,8,2018-01-11,Gunnison,<TL,2618.875,-5.875,1.6875,-11.9375,-13.9375,55.8125,14.9375,305.0,21.6875,0.0,0.715,0.184375,10.15625,1.08875,44.7375,10.22375
294,8,2018-01-12,Gunnison,<TL,2603.1764705882347,-5.411764705882354,-1.7647058823529411,-11.941176470588234,-7.705882352941178,79.41176470588233,6.352941176470589,219.82352941176467,16.352941176470587,0.0,0.07941176470588236,0.08470588235294117,1.4764705882352942,0.09705882352941177,76.2,10.95058823529412
320,8,2018-01-13,Gunnison,<TL,2619.0625,-8.6875,0.125,-18.8125,-12.6875,69.875,1.75,89.25,10.0,0.0,0.06562499999999999,0.076875,1.71875,0.11875,73.7,10.73375
346,8,2018-01-14,Gunnison,<TL,2603.1764705882347,-6.588235294117648,0.7647058823529411,-18.294117647058822,-12.0,66.82352941176471,1.5882352941176472,80.94117647058823,6.705882352941178,0.0,0.0,0.031764705882352945,0.0,0.0,69.8,10.730000000000002
372,8,2018-01-15,Gunnison,<TL,2605.75,-6.0625,1.4375,-17.9375,-13.625,53.8125,4.1875,141.5,15.25,0.0,0.0,0.07250000000000001,0.0,0.0,48.5625,10.73375
398,8,2018-01-16,Gunnison,<TL,2603.1764705882347,-9.117647058823527,3.4117647058823533,-18.94117647058824,-17.764705882352942,51.17647058823529,1.1176470588235294,111.82352941176471,4.0588235294117645,0.0,0.0,0.03411764705882353,0.0,0.0,50.68823529411765,10.699411764705884
424,8,2018-01-17,Gunnison,<TL,2603.1764705882347,-9.411764705882351,-0.7058823529411765,-21.058823529411768,-19.647058823529417,42.941176470588225,1.6470588235294117,177.11764705882354,5.882352941176473,0.0,0.0,0.11941176470588236,0.0,0.0,48.24117647058824,10.730000000000002
450,8,2018-01-18,Gunnison,<TL,2603.1764705882347,-8.529411764705884,0.2352941176470588,-17.941176470588232,-15.705882352941178,56.411764705882355,1.2352941176470589,157.35294117647058,8.058823529411764,0.0,0.0,0.0,0.0,0.0,48.08823529411765,10.95058823529412
476,8,2018-01-19,Gunnison,<TL,2603.1764705882347,-3.294117647058824,2.2941176470588243,-15.176470588235292,-11.352941176470587,51.470588235294116,1.8235294117647056,169.11764705882354,11.647058823529413,0.0,0.0,0.07176470588235295,0.0,0.0,48.08823529411765,11.129411764705882
502,8,2018-01-20,Gunnison,<TL,2603.1764705882347,-4.176470588235294,6.705882352941178,-11.588235294117649,-8.764705882352942,62.235294117647065,4.941176470588236,213.35294117647058,16.470588235294116,0.0,0.0,0.12470588235294118,0.0,0.0,47.79411764705882,11.1
528,8,2018-01-21,Gunnison,<TL,2619.0625,-8.5625,4.5,-22.25,-12.625,67.25,20.125,289.8125,31.625,0.0,0.36375,0.185625,6.0875,0.42375,68.6,11.58875
554,8,2018-01-22,Gunnison,<TL,2619.0625,-11.375,-7.3125,-21.0,-18.8125,57.6875,3.625,132.9375,6.0625,0.1225,0.01625,0.18125,0.3125,0.0,52.7,11.465
580,8,2018-01-23,Gunnison,<TL,2603.1764705882347,-10.823529411764708,-5.0,-21.529411764705888,-16.411764705882348,61.17647058823529,0.7058823529411765,109.52941176470587,5.705882352941178,0.0,0.0,0.07588235294117647,0.0,0.0,52.58823529411765,11.448235294117648
606,8,2018-01-24,Gunnison,<TL,2603.1764705882347,-9.647058823529411,-4.0,-22.058823529411764,-16.941176470588232,54.941176470588225,1.9411764705882355,86.0,6.117647058823527,0.0,0.0,0.04411764705882353,0.0,0.0,50.08823529411765,11.238823529411764
632,8,2018-01-25,Gunnison,<TL,2603.1764705882347,-10.117647058823527,-0.4705882352941176,-20.0,-15.941176470588234,56.647058823529406,1.7058823529411764,162.7647058823529,6.647058823529411,0.0,0.0,0.004705882352941177,0.0,0.0,50.08823529411765,11.459411764705882
658,8,2018-01-26,Gunnison,<TL,2619.0625,-8.625,2.625,-12.125,-13.75,63.125,14.625,202.0625,21.6875,0.0,0.25875000000000004,0.059375,4.43125,0.36625,69.8,11.97125
684,8,2018-01-27,Gunnison,<TL,2603.1764705882347,-12.235294117647054,-4.176470588235294,-24.294117647058826,-20.47058823529412,49.17647058823529,1.8823529411764703,112.82352941176471,10.823529411764708,0.0,0.07411764705882352,0.1211764705882353,1.3235294117647058,0.18,53.03529411764707,11.489999999999998
710,8,2018-01-28,Gunnison,<TL,2603.1764705882347,-6.647058823529411,-1.9411764705882355,-19.11764705882353,-15.941176470588234,46.235294117647065,2.9411764705882355,115.76470588235294,10.411764705882351,0.0,0.0,0.005882352941176471,0.0,0.0,52.89411764705882,11.519411764705879
736,8,2018-01-29,Gunnison,<TL,2603.1764705882347,-5.117647058823528,3.0588235294117645,-16.352941176470587,-12.294117647058822,57.0,2.3529411764705883,122.70588235294115,10.823529411764708,0.0,0.0,0.004705882352941177,0.0,0.0,50.38235294117647,11.739999999999998
762,8,2018-01-30,Gunnison,<TL,2578.9375,-4.6875,4.6875,-15.5,-14.875,45.125,3.0,144.75,16.5,0.0,0.0,0.078125,0.0,0.0,50.1,11.711875
788,8,2018-01-31,Gunnison,<TL,2603.1764705882347,0.6470588235294118,7.0588235294117645,-10.647058823529411,-12.705882352941178,31.94117647058824,12.176470588235292,158.35294117647058,33.588235294117645,0.0,0.0,0.02117647058823529,0.0,0.0,48.61176470588234,12.0
