,Unnamed: 0,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE
0,0,2018-01-01,Aspen,<TL,2360.6666666666665,-0.05555555555555555,4.888888888888889,-10.611111111111107,-14.388888888888893,34.666666666666664,8.944444444444445,192.5,14.388888888888893,0.0,0.0,0.33888888888888885,0.0,0.0,19.605555555555554,4.586666666666666
26,0,2018-01-02,Aspen,<TL,2360.6666666666665,-2.6666666666666665,4.166666666666667,-12.388888888888893,-14.055555555555555,44.38888888888889,1.8888888888888888,144.16666666666666,11.888888888888893,0.0,0.0,4.9672222222222215,0.0,0.0,17.499999999999996,6.318888888888887
52,0,2018-01-03,Aspen,<TL,2360.6666666666665,-2.0,1.5555555555555556,-14.166666666666664,-16.77777777777778,32.72222222222222,6.1111111111111125,218.22222222222226,9.166666666666666,0.0,0.0,3.2872222222222223,0.0,0.0,16.883333333333333,6.3183333333333325
78,0,2018-01-04,Aspen,<TL,2360.6666666666665,0.2222222222222222,3.8333333333333335,-11.0,-18.33333333333333,25.222222222222214,5.3888888888888875,237.8333333333333,8.333333333333334,0.0,0.0,0.0,0.0,0.0,16.95,6.346666666666668
104,0,2018-01-05,Aspen,<TL,2360.6666666666665,1.6666666666666667,5.222222222222221,-9.222222222222221,-11.555555555555555,38.0,8.38888888888889,186.66666666666663,13.555555555555555,0.0,0.0,0.23666666666666664,0.0,0.0,17.777777777777782,6.591666666666666
130,0,2018-01-06,Aspen,<TL,2360.6666666666665,3.2222222222222223,6.777777777777778,-5.9444444444444455,-7.0,50.77777777777778,7.222222222222222,172.5,14.444444444444445,0.0,0.0,0.07055555555555555,0.0,0.0,16.65,6.62
156,0,2018-01-07,Aspen,<TL,2372.2105263157896,1.3157894736842106,4.842105263157895,-2.3684210526315788,-4.315789473684212,73.6842105263158,3.8947368421052633,187.94736842105263,8.421052631578947,0.0,0.08052631578947367,0.19368421052631574,5.189473684210526,0.21789473684210525,29.768421052631588,7.7105263157894735
182,0,2018-01-08,Aspen,<TL,2360.6666666666665,0.6666666666666666,3.5555555555555562,-9.388888888888893,-6.722222222222222,56.38888888888889,7.1111111111111125,142.44444444444446,13.222222222222221,0.0,0.08444444444444445,0.31666666666666665,0.0,0.0,25.38888888888889,5.8194444444444455
208,0,2018-01-09,Aspen,<TL,2360.6666666666665,4.722222222222221,6.3888888888888875,-2.0,-0.3333333333333333,71.05555555555556,2.6666666666666665,145.33333333333334,10.111111111111107,0.0,0.02388888888888889,0.2127777777777778,0.4555555555555555,0.0,20.077777777777776,8.002777777777778
234,0,2018-01-10,Aspen,<TL,2360.6666666666665,4.055555555555555,8.333333333333334,-0.8888888888888888,-0.6666666666666666,73.44444444444444,5.166666666666667,179.22222222222226,14.666666666666664,0.0,0.041666666666666664,0.10555555555555557,0.0,0.0,24.961111111111126,8.252777777777778
260,0,2018-01-11,Aspen,<TL,2372.2105263157896,-4.526315789473684,3.947368421052632,-11.578947368421053,-10.473684210526317,71.84210526315789,5.526315789473684,226.26315789473685,10.421052631578947,0.0,0.09684210526315787,0.6131578947368421,1.631578947368421,0.020526315789473684,29.957894736842107,8.87684210526316
286,0,2018-01-12,Aspen,<TL,2360.6666666666665,-2.2222222222222223,-1.0,-7.6111111111111125,-4.777777777777779,88.16666666666669,5.722222222222222,143.77777777777774,13.611111111111107,0.02388888888888889,0.06333333333333335,0.29666666666666663,0.5111111111111111,0.05,7.616666666666666,9.357222222222225
312,0,2018-01-13,Aspen,<TL,2360.6666666666665,0.2222222222222222,1.7222222222222223,-10.611111111111107,-8.833333333333334,56.27777777777778,3.333333333333333,199.66666666666663,8.888888888888891,0.0,0.026666666666666658,0.1988888888888889,0.5444444444444445,0.03333333333333334,32.72777777777777,9.357222222222225
338,0,2018-01-14,Aspen,<TL,2360.6666666666665,0.0,2.5555555555555562,-9.944444444444443,-9.166666666666666,49.444444444444436,2.7222222222222223,211.88888888888889,8.277777777777779,0.0,0.011111111111111113,0.6572222222222223,0.14444444444444446,0.0,28.36111111111111,9.32888888888889
364,0,2018-01-15,Aspen,<TL,2360.6666666666665,0.4444444444444444,4.833333333333333,-10.111111111111107,-10.666666666666666,45.16666666666666,4.777777777777779,209.38888888888889,12.333333333333336,0.0,0.0,0.1127777777777778,0.0,0.0,29.91666666666667,6.783333333333332
390,0,2018-01-16,Aspen,<TL,2360.6666666666665,-4.722222222222221,3.1666666666666665,-14.888888888888893,-14.222222222222221,48.22222222222222,3.5555555555555562,134.72222222222223,7.833333333333332,0.0,0.0,9.228888888888893,0.0,0.06666666666666668,26.816666666666666,9.27277777777778
416,0,2018-01-17,Aspen,<TL,2360.6666666666665,-2.5,1.6666666666666667,-14.388888888888893,-17.27777777777778,31.83333333333333,4.5555555555555545,169.38888888888889,10.833333333333336,0.0,0.0,1.0444444444444445,0.0,0.0,25.572222222222226,9.07
442,0,2018-01-18,Aspen,<TL,2360.6666666666665,1.1666666666666667,3.1666666666666665,-10.277777777777779,-12.5,37.611111111111114,2.2222222222222223,96.94444444444444,7.777777777777778,0.0,0.0,0.4661111111111112,0.0,0.0,24.716666666666665,9.371666666666666
468,0,2018-01-19,Aspen,<TL,2360.6666666666665,5.277777777777779,6.722222222222222,-6.5555555555555545,-7.5,38.0,8.944444444444445,166.22222222222226,19.944444444444443,0.0,0.0,0.1688888888888889,0.0,0.0,25.68888888888889,9.371111111111112
494,0,2018-01-20,Aspen,<TL,2360.6666666666665,6.833333333333332,11.5,-2.5,-5.0555555555555545,42.77777777777778,12.055555555555555,124.88888888888887,23.722222222222214,0.0,0.0,0.07055555555555555,0.0,0.0,24.55,9.399444444444443
520,0,2018-01-21,Aspen,<TL,2360.6666666666665,-6.8888888888888875,8.166666666666666,-17.833333333333332,-10.166666666666666,82.72222222222223,8.833333333333334,246.3333333333333,17.166666666666668,0.013333333333333329,0.08555555555555555,0.11500000000000002,1.9833333333333327,0.63,30.816666666666666,9.993888888888893
546,0,2018-01-22,Aspen,<TL,2372.2105263157896,-6.315789473684211,-5.368421052631579,-15.842105263157894,-14.63157894736842,56.631578947368425,4.578947368421051,98.0,11.36842105263158,0.0,0.01578947368421053,0.9510526315789474,2.0842105263157893,0.21210526315789474,30.399999999999995,7.503157894736843
572,0,2018-01-23,Aspen,<TL,2360.6666666666665,-3.2777777777777777,-2.0,-12.611111111111107,-12.055555555555555,54.611111111111114,2.1111111111111107,203.66666666666663,9.388888888888893,0.0,0.08888888888888889,5.537777777777778,0.14444444444444446,0.0,29.055555555555557,10.216111111111113
598,0,2018-01-24,Aspen,<TL,2360.6666666666665,-2.0,0.7222222222222222,-13.833333333333336,-12.222222222222221,48.0,5.222222222222221,193.11111111111111,9.055555555555557,0.0,0.0066666666666666645,0.3438888888888889,0.0,0.0,28.08333333333333,9.993333333333334
624,0,2018-01-25,Aspen,<TL,2360.6666666666665,0.8888888888888888,4.9444444444444455,-8.944444444444445,-13.111111111111107,35.666666666666664,15.166666666666664,140.22222222222223,21.66666666666667,0.0,0.0066666666666666645,0.4133333333333333,0.0,0.0,29.36111111111111,10.245
650,0,2018-01-26,Aspen,<TL,2372.2105263157896,-4.7368421052631575,8.421052631578947,-6.894736842105262,-11.0,69.84210526315789,9.68421052631579,234.21052631578945,21.21052631578948,0.01105263157894737,0.2326315789473685,0.25473684210526315,2.2578947368421054,0.30578947368421056,34.357894736842105,10.763684210526316
676,0,2018-01-27,Aspen,<TL,2389.5294117647063,-4.176470588235294,-2.0588235294117645,-16.647058823529413,-15.529411764705882,45.529411764705884,2.8235294117647056,116.76470588235294,8.0,0.0,0.007058823529411764,0.0052941176470588215,0.0,0.0,31.088235294117645,10.669411764705883
702,0,2018-01-28,Aspen,<TL,2374.5882352941176,-0.5882352941176471,0.8235294117647058,-11.764705882352946,-10.941176470588236,49.941176470588225,6.882352941176473,222.7647058823529,15.117647058823529,0.0,0.0,0.7770588235294117,0.0,0.0,31.21176470588236,10.774705882352944
728,0,2018-01-29,Aspen,<TL,2360.6666666666665,1.4444444444444444,4.9444444444444455,-9.833333333333334,-8.055555555555555,50.944444444444436,3.333333333333333,74.94444444444444,9.444444444444443,0.0,0.0,0.09833333333333333,0.0,0.0,30.75,7.853333333333333
754,0,2018-01-30,Aspen,<TL,2386.0588235294117,3.294117647058824,7.705882352941178,-7.411764705882352,-12.235294117647054,32.294117647058826,6.529411764705883,229.11764705882354,11.352941176470587,0.0,0.0,0.07411764705882352,0.0,0.0,31.288235294117648,10.774705882352944
780,0,2018-01-31,Aspen,<TL,2386.0588235294117,3.7058823529411766,8.705882352941176,-4.0,-8.294117647058824,42.058823529411775,5.588235294117646,194.94117647058826,16.647058823529413,0.0,0.0,0.04411764705882353,0.0,0.0,30.929411764705893,11.01058823529412
