,Unnamed: 0,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE
2,2,2018-01-01,Aspen,TL,3242.5,-2.7,-1.5,-11.5,-20.8,26.9,19.8,252.4,32.2,0.0,0.0,0.0,0.0,0.0,51.790000000000006,10.898
28,2,2018-01-02,Aspen,TL,3242.5,-8.1,-1.6,-13.8,-25.4,27.1,2.4,135.6,19.0,0.0,0.0,0.0,0.0,0.0,51.78,10.898
54,2,2018-01-03,Aspen,TL,3242.5,-1.4,-1.0,-11.7,-22.3,19.1,8.6,258.4,12.0,0.0,0.0,0.1,0.0,0.0,51.290000000000006,10.745
80,2,2018-01-04,Aspen,TL,3242.5,-1.5,2.0,-8.2,-27.5,12.9,6.8,262.8,13.0,0.0,0.0,0.05,0.0,0.0,50.58,10.795000000000002
106,2,2018-01-05,Aspen,TL,3242.5,0.2,1.6,-7.2,-16.0,31.5,10.6,264.4,27.0,0.0,0.0,0.126,0.0,0.0,50.88,10.999999999999998
132,2,2018-01-06,Aspen,TL,3249.777777777778,0.5555555555555556,2.2222222222222223,-5.666666666666668,-8.0,57.66666666666666,14.333333333333336,227.11111111111111,38.111111111111114,0.0,0.0,0.16666666666666666,0.0,0.0,52.46666666666667,11.034444444444444
158,2,2018-01-07,Aspen,TL,3249.777777777778,-5.666666666666668,1.5555555555555556,-6.777777777777778,-8.666666666666666,93.44444444444444,6.0,330.0,10.0,0.0,0.0,0.7277777777777777,0.0,0.0,60.37777777777779,12.275555555555556
184,2,2018-01-08,Aspen,TL,3249.777777777778,1.5555555555555556,1.5555555555555556,-9.444444444444443,-12.444444444444445,35.333333333333336,15.333333333333336,184.22222222222226,22.33333333333333,0.0,0.0,0.14555555555555555,0.0,0.0,64.93333333333334,12.127777777777775
210,2,2018-01-09,Aspen,TL,3263.2727272727275,1.8181818181818181,5.0,-2.272727272727273,-3.9090909090909087,73.36363636363636,8.727272727272727,215.63636363636363,25.272727272727273,0.0,0.0,0.4672727272727274,0.0,0.0,61.92727272727273,11.846363636363636
236,2,2018-01-10,Aspen,TL,3263.2727272727275,-0.2727272727272727,3.0,-3.272727272727273,-3.5454545454545454,86.45454545454545,6.7272727272727275,252.8181818181818,21.0,0.0,0.1,0.008181818181818179,0.3545454545454545,0.0,66.44545454545454,12.077272727272724
262,2,2018-01-11,Aspen,TL,3263.2727272727275,-10.818181818181818,-0.09090909090909093,-13.909090909090908,-14.272727272727273,89.9090909090909,9.545454545454543,299.90909090909093,18.454545454545453,0.0,0.0,0.6309090909090911,0.0,0.030000000000000006,78.92727272727274,12.490000000000002
288,2,2018-01-12,Aspen,TL,3263.2727272727275,-7.181818181818183,-6.7272727272727275,-12.636363636363635,-9.636363636363637,92.54545454545456,20.09090909090909,296.27272727272725,33.54545454545455,0.030000000000000006,0.1,0.5163636363636365,0.4090909090909091,0.0,136.8272727272727,13.000000000000002
314,2,2018-01-13,Aspen,TL,3263.2727272727275,-5.545454545454546,-5.0,-12.818181818181818,-9.454545454545457,89.36363636363636,7.363636363636362,130.0,11.909090909090908,0.0,0.0,0.15181818181818182,0.0,0.0,133.90909090909088,12.887272727272727
340,2,2018-01-14,Aspen,TL,3263.2727272727275,-3.4545454545454546,-2.8181818181818183,-10.909090909090908,-13.818181818181818,49.72727272727273,9.363636363636363,326.1818181818182,17.545454545454547,0.0,0.0,0.06727272727272726,0.0,0.0,74.42727272727271,12.932727272727275
366,2,2018-01-15,Aspen,TL,3263.2727272727275,-4.090909090909091,-0.9090909090909092,-9.818181818181818,-11.0,65.0,10.818181818181818,298.54545454545456,25.363636363636363,0.0,0.0,0.030909090909090917,0.0,0.0,73.2909090909091,12.854545454545455
392,2,2018-01-16,Aspen,TL,3263.2727272727275,-5.8181818181818175,-2.636363636363636,-15.454545454545455,-26.54545454545455,21.818181818181817,2.5454545454545454,63.27272727272727,7.636363636363638,0.0,0.0,0.0,0.0,0.1,71.76363636363634,12.723636363636365
418,2,2018-01-17,Aspen,TL,3263.2727272727275,-4.2727272727272725,-2.0,-12.181818181818182,-14.454545454545455,49.0,8.454545454545455,244.54545454545453,20.63636363636364,0.0,0.0,0.09090909090909093,0.0,0.0,70.93636363636364,12.861818181818185
444,2,2018-01-18,Aspen,TL,3263.2727272727275,-0.18181818181818185,0.6363636363636364,-10.0,-21.454545454545453,20.63636363636364,3.1818181818181817,144.45454545454547,11.727272727272727,0.0,0.0,0.16,0.0,0.0,70.04545454545453,12.954545454545455
470,2,2018-01-19,Aspen,TL,3263.2727272727275,4.090909090909091,4.2727272727272725,-3.8181818181818175,-10.181818181818182,39.54545454545455,22.63636363636364,205.9090909090909,46.45454545454545,0.0,0.0,0.13818181818181818,0.0,0.0,69.95454545454545,13.23090909090909
496,2,2018-01-20,Aspen,TL,3263.2727272727275,0.7272727272727273,5.181818181818182,-3.4545454545454546,-7.909090909090909,59.45454545454545,20.454545454545453,182.9090909090909,51.27272727272727,0.0,0.0,0.13727272727272727,0.0,0.0,69.03636363636363,13.27818181818182
522,2,2018-01-21,Aspen,TL,3263.2727272727275,-12.090909090909092,1.4545454545454546,-12.090909090909092,-16.0,86.36363636363636,11.090909090909092,306.09090909090907,19.09090909090909,0.030000000000000006,0.030000000000000006,0.3445454545454546,0.0,0.7400000000000001,83.95454545454544,14.178181818181816
548,2,2018-01-22,Aspen,TL,3263.2727272727275,-11.818181818181818,-11.363636363636365,-20.0,-17.09090909090909,83.54545454545455,7.454545454545454,236.63636363636363,14.818181818181818,0.0,0.0,0.2981818181818182,1.3909090909090909,0.25,84.50909090909092,14.523636363636365
574,2,2018-01-23,Aspen,TL,3263.2727272727275,-9.272727272727273,-8.363636363636363,-15.727272727272727,-14.363636363636365,79.45454545454545,5.181818181818182,275.27272727272725,17.09090909090909,0.0,0.0,0.23,0.0,0.0,81.2181818181818,14.430909090909092
600,2,2018-01-24,Aspen,TL,3263.2727272727275,-4.181818181818182,-4.0,-14.909090909090908,-12.272727272727273,59.18181818181818,9.909090909090908,99.0909090909091,17.545454545454547,0.0,0.0,0.07272727272727272,0.0,0.0,80.0,14.479999999999995
