,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE
0,2018-01-14,Aspen,<TL,2360.6666666666665,0.0,2.5555555555555554,-9.944444444444445,-9.166666666666666,49.44444444444444,2.7222222222222223,211.88888888888889,8.277777777777779,0.0,0.011111111111111112,0.6572222222222223,0.14444444444444446,0.0,28.36111111111111,9.32888888888889
1,2018-01-14,Aspen,>TL,3641.0,-4.0,-4.0,-10.5,-22.75,22.5,22.75,301.0,31.25,0.0,0.0,0.08,0.0,0.0,30.774999999999995,1.27
2,2018-01-14,Aspen,TL,3263.2727272727275,-3.4545454545454546,-2.8181818181818183,-10.909090909090908,-13.818181818181818,49.72727272727273,9.363636363636363,326.1818181818182,17.545454545454547,0.0,0.0,0.06727272727272726,0.0,0.0,74.42727272727271,12.932727272727275
3,2018-01-14,Front Range,<TL,2614.9375,3.2291666666666665,3.6875,-5.104166666666667,-13.375,31.791666666666668,10.0,195.70833333333334,24.020833333333332,0.3416666666666666,0.10708333333333332,0.053541666666666675,0.0,0.0,33.52708333333334,6.813958333333333
4,2018-01-14,Front Range,>TL,3682.0,-7.666666666666667,-7.666666666666667,-11.666666666666666,-16.666666666666668,50.333333333333336,39.0,323.0,59.666666666666664,,,,,,,
5,2018-01-14,Front Range,TL,3227.6875,-0.625,0.0,-7.625,-1.6875,76.0625,15.0625,258.25,25.0625,0.41,0.69,0.094375,,,80.0625,17.018749999999997
6,2018-01-14,Grand Mesa,<TL,2284.0,3.0,4.0,-5.0,-5.0,56.333333333333336,6.333333333333333,217.33333333333334,18.666666666666668,0.0,0.0,0.0,0.0,0.0,17.8,3.56
7,2018-01-14,Grand Mesa,TL,3100.8,0.2,0.4,-11.0,-16.0,29.0,1.0,61.0,7.0,0.0,0.0,0.05,0.0,0.0,120.4,5.0280000000000005
8,2018-01-14,Gunnison,<TL,2603.176470588235,-6.588235294117647,0.7647058823529411,-18.294117647058822,-12.0,66.82352941176471,1.588235294117647,80.94117647058823,6.705882352941177,0.0,0.0,0.031764705882352945,0.0,0.0,69.8,10.730000000000002
9,2018-01-14,Gunnison,TL,3225.8571428571427,0.0,0.0,-12.0,-16.142857142857142,29.142857142857142,6.285714285714286,206.28571428571428,16.142857142857142,0.0,0.05714285714285715,0.014285714285714287,0.0,0.0,40.57142857142857,8.854285714285714
10,2018-01-14,North San Juan,<TL,2689.277777777778,-1.2777777777777777,4.333333333333333,-12.777777777777779,-11.0,49.5,2.111111111111111,162.33333333333334,5.222222222222222,0.0,0.0016666666666666666,0.04111111111111111,0.016666666666666666,0.0,21.77777777777778,2.893888888888889
11,2018-01-14,North San Juan,>TL,3720.7,-0.6,-0.4,-7.5,-24.9,15.3,8.8,200.4,19.5,0.0,0.0,0.0,0.0,0.0,20.279999999999998,4.747999999999999
12,2018-01-14,North San Juan,TL,3231.769230769231,1.6923076923076923,2.3076923076923075,-9.923076923076923,-18.46153846153846,22.692307692307693,4.6923076923076925,153.92307692307693,10.0,0.0,0.0,0.04230769230769231,0.20769230769230768,0.0,39.807692307692314,7.777692307692307
13,2018-01-14,Sangre,<TL,2487.3,4.4,6.0,-7.8,-9.6,35.4,5.4,181.7,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.76
14,2018-01-14,Sangre,TL,3279.5,-4.5,0.0,-8.0,-11.0,29.0,2.0,99.0,11.0,0.0,0.0,0.0,0.0,0.0,16.549999999999997,4.695
15,2018-01-14,Sawatch,<TL,2650.076923076923,4.538461538461538,4.769230769230769,-9.076923076923077,-12.615384615384615,29.153846153846153,5.923076923076923,165.23076923076923,12.846153846153847,0.0,0.0,0.011538461538461537,0.0,0.0,3.923076923076923,3.8100000000000005
