,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE
0,2018-02-07,Aspen,<TL,2418.3125,-0.125,1.75,-22.9375,-10.625,49.4375,2.8125,161.0625,11.375,0.0,0.075,1.3962500000000002,2.275,0.1025,34.7625,12.050625
1,2018-02-07,Aspen,>TL,3641.0,-8.25,-8.25,-14.25,-12.5,71.5,27.75,302.75,45.75,0.0,0.4575,0.05,12.375,0.0,42.12499999999999,3.05
2,2018-02-07,Aspen,TL,3263.2727272727275,-5.181818181818182,-4.545454545454546,-14.181818181818182,-11.181818181818182,73.81818181818181,9.636363636363637,309.09090909090907,22.636363636363637,0.0,0.0,0.059090909090909104,0.0,0.0,86.7,16.394545454545458
3,2018-02-07,Front Range,<TL,2626.276595744681,-0.0851063829787234,1.2553191489361701,-5.851063829787234,-11.404255319148936,43.255319148936174,17.51063829787234,237.4255319148936,35.48936170212766,0.0,0.005319148936170213,0.03212765957446809,0.0,0.0,28.563829787234038,9.766170212765957
4,2018-02-07,Front Range,>TL,3729.25,-11.25,-11.0,-14.5,-12.75,78.25,38.5,314.75,67.0,,,,,,,
5,2018-02-07,Front Range,TL,3223.235294117647,-3.176470588235294,-2.588235294117647,-9.0,-6.411764705882353,83.52941176470588,23.941176470588236,270.94117647058823,38.35294117647059,0.051111111111111114,0.051111111111111114,0.13294117647058823,,,105.2470588235294,22.187058823529412
6,2018-02-07,Grand Mesa,<TL,2138.25,2.25,3.25,-6.25,-6.75,50.5,8.0,129.25,22.5,0.0,0.05,0.1875,0.0,0.0,15.2,4.83
7,2018-02-07,Grand Mesa,TL,3083.5,-1.5,-1.25,-14.0,-14.0,38.0,0.0,67.0,4.0,0.0,0.0,0.125,0.0,0.0,43.4,6.605
8,2018-02-07,Gunnison,<TL,2619.0625,-8.125,-0.1875,-18.0,-13.6875,58.4375,3.3125,123.75,11.75,0.0,0.07625,0.0975,0.73125,0.09375,41.075,12.317499999999999
9,2018-02-07,Gunnison,>TL,3658.0,-8.0,-8.0,-14.0,-16.0,57.0,30.0,301.0,73.0,0.0,0.0,0.25,0.0,0.0,0.0,1.78
10,2018-02-07,Gunnison,TL,3225.8571428571427,-3.857142857142857,-3.142857142857143,-14.142857142857142,-13.714285714285714,50.0,7.857142857142857,231.0,26.571428571428573,0.0,0.045714285714285714,0.2285714285714286,0.0,0.0,47.42857142857143,10.921428571428573
11,2018-02-07,North San Juan,<TL,2680.1052631578946,-0.5263157894736842,0.8947368421052632,-13.789473684210526,-10.157894736842104,52.94736842105263,3.210526315789474,216.3684210526316,7.421052631578948,0.0,0.2510526315789474,0.7389473684210526,5.2368421052631575,0.0,20.936842105263157,5.13421052631579
12,2018-02-07,North San Juan,>TL,3720.7,-3.9,-3.9,-14.1,-14.7,47.4,14.7,310.7,25.5,0.0,0.0,0.076,0.0,0.0,24.43,7.822999999999999
13,2018-02-07,North San Juan,TL,3231.769230769231,0.7692307692307693,0.7692307692307693,-14.153846153846153,-13.923076923076923,38.0,5.769230769230769,262.7692307692308,12.461538461538462,0.0,0.09230769230769233,0.0776923076923077,0.34615384615384615,0.0,54.75384615384616,10.336153846153847
14,2018-02-07,Sangre,<TL,2502.6666666666665,0.7777777777777778,4.444444444444445,-10.777777777777779,-12.0,38.55555555555556,7.777777777777778,271.6666666666667,18.444444444444443,0.0,0.18000000000000002,0.25,0.4666666666666667,0.0,4.533333333333333,1.78
15,2018-02-07,Sangre,TL,3279.5,-1.5,0.5,-12.0,-12.0,34.0,13.0,207.0,45.0,0.0,0.3,0.25,0.3,0.0,22.9,5.970000000000001
16,2018-02-07,Sawatch,<TL,2716.8333333333335,1.5833333333333333,1.6666666666666667,-10.75,-11.916666666666666,37.25,11.083333333333334,134.33333333333334,31.416666666666668,0.0,0.10583333333333333,0.10333333333333333,0.9833333333333334,0.0,14.833333333333334,5.079999999999999
17,2018-02-07,Sawatch,>TL,3603.0,-8.8,-8.0,-13.6,-12.6,77.0,27.0,158.8,37.6,0.0,0.1,0.0,0.0,0.0,45.1,5.845999999999999
18,2018-02-07,Sawatch,TL,3190.0,-3.0,-2.7142857142857144,-13.142857142857142,-12.214285714285714,57.285714285714285,16.357142857142858,247.21428571428572,24.642857142857142,0.0,0.18714285714285722,0.16285714285714287,0.42857142857142855,0.0035714285714285718,43.471428571428575,9.253571428571428
19,2018-02-07,South San Juan,<TL,2312.6666666666665,3.7083333333333335,6.0,-9.041666666666666,-9.375,36.75,4.833333333333333,122.5,10.75,0.0,0.0,0.049999999999999996,0.0,0.0,10.295833333333334,2.4254166666666666
20,2018-02-07,South San Juan,>TL,3590.5,-5.0,-5.0,-11.0,-14.0,50.0,8.5,243.5,20.0,0.0,0.03,0.0,0.5,0.0,5.1,10.92
21,2018-02-07,South San Juan,TL,3230.2,1.0,1.4666666666666666,-11.0,-12.733333333333333,43.0,6.8,204.4,17.4,0.0,0.018000000000000002,0.43866666666666665,0.5,0.0,32.85333333333333,9.5
22,2018-02-07,Steamboat,<TL,2539.366666666667,-0.26666666666666666,0.3333333333333333,-8.966666666666667,-9.533333333333333,56.733333333333334,8.033333333333333,153.3,16.266666666666666,0.0,0.11966666666666669,0.3303333333333333,0.6599999999999999,0.06466666666666668,64.80666666666667,22.40266666666667
23,2018-02-07,Steamboat,TL,3220.6,-5.0,-4.8,-11.0,-7.4,87.2,18.8,225.4,26.2,0.0,0.08,0.2,0.0,0.08,83.34,32.564
24,2018-02-07,Vail/Summit,<TL,2626.7368421052633,-0.2631578947368421,0.10526315789473684,-10.105263157894736,-8.210526315789474,64.52631578947368,3.789473684210526,176.47368421052633,6.631578947368421,0.0,0.15631578947368419,0.07947368421052632,0.9368421052631579,0.21578947368421056,33.09473684210527,12.940000000000001
25,2018-02-07,Vail/Summit,>TL,3725.4,-11.0,-9.6,-13.8,-13.2,85.8,29.6,276.0,61.2,0.0,0.0,0.03,5.04,0.41,29.94000000000001,11.94
26,2018-02-07,Vail/Summit,TL,3296.266666666667,-5.466666666666667,-4.933333333333334,-11.533333333333333,-12.066666666666666,73.8,11.2,204.66666666666666,24.2,0.0,0.026666666666666665,0.11933333333333333,0.05999999999999999,0.41000000000000003,92.77999999999999,23.316666666666666
