,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE
0,2018-02-28,Aspen,<TL,2389.529411764706,1.8235294117647058,6.705882352941177,-6.882352941176471,-10.352941176470589,41.294117647058826,5.9411764705882355,78.76470588235294,11.647058823529411,0.0,0.001764705882352941,0.014705882352941176,0.0,0.0,44.400000000000006,16.926470588235297
1,2018-02-28,Aspen,>TL,3641.0,-9.0,-6.0,-13.5,-16.75,52.75,9.75,228.25,23.75,0.0,0.0,0.0,0.0,,47.599999999999994,8.64
2,2018-02-28,Aspen,TL,3263.2727272727275,-5.090909090909091,-0.7272727272727273,-11.818181818181818,-13.909090909090908,57.63636363636363,7.181818181818182,177.63636363636363,12.727272727272727,0.0,0.0,0.06818181818181818,0.0,,116.38181818181816,24.20181818181818
3,2018-02-28,Front Range,<TL,2635.275,-0.55,4.825,-8.525,-14.975,35.15,9.9,235.475,22.35,0.0,0.016,0.00625,0.0,,46.9125,15.5215
4,2018-02-28,Front Range,>TL,3729.25,-11.25,-6.25,-14.0,-16.5,61.75,15.25,304.75,32.333333333333336,,,,,,,
5,2018-02-28,Front Range,TL,3223.235294117647,-3.3529411764705883,1.9411764705882353,-10.823529411764707,-11.647058823529411,57.529411764705884,17.176470588235293,218.52941176470588,26.41176470588235,0.0,0.6666666666666667,0.0,,,98.34705882352942,26.445882352941176
6,2018-02-28,Grand Mesa,<TL,2138.25,0.75,8.0,-5.0,-11.25,37.75,9.75,148.25,25.0,0.0,0.0,0.0,0.0,0.0,45.7,11.18
7,2018-02-28,Grand Mesa,TL,3100.8,-4.4,-0.4,-12.2,-18.0,38.0,7.0,211.0,19.0,0.0,0.0,0.0,0.0,0.0,82.6,14.680000000000001
8,2018-02-28,Gunnison,<TL,2603.176470588235,-4.470588235294118,4.764705882352941,-13.764705882352942,-11.823529411764707,48.294117647058826,5.823529411764706,96.58823529411765,14.0,0.0,0.0,0.012352941176470587,0.0,0.0,67.2,16.719411764705885
9,2018-02-28,Gunnison,>TL,3658.0,-11.0,-7.0,-13.0,-16.0,70.0,19.0,250.0,29.0,0.0,0.0,0.25,0.0,0.0,0.0,3.56
10,2018-02-28,Gunnison,TL,3245.5,-4.875,-0.375,-11.625,-13.625,58.375,4.0,203.25,9.25,0.0,0.015,0.09375,0.0,0.0,76.275,14.48
11,2018-02-28,North San Juan,<TL,2664.9444444444443,-2.1666666666666665,4.444444444444445,-8.833333333333334,-13.555555555555555,43.666666666666664,5.666666666666667,162.5,11.444444444444445,0.0,0.0,0.0044444444444444444,0.19999999999999998,,31.31666666666667,10.967222222222224
12,2018-02-28,North San Juan,>TL,3720.7,-9.4,-4.6,-13.7,-15.6,67.5,7.9,267.9,19.4,0.0,0.0,0.0,0.12,,37.14,11.637
