,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE
0,2018-02-19,Aspen,<TL,2389.529411764706,1.9411764705882353,8.941176470588236,-0.4117647058823529,-7.294117647058823,55.88235294117647,14.176470588235293,233.23529411764707,49.8235294117647,0.052941176470588235,0.11470588235294119,0.19823529411764707,0.0,0.0,39.0,11.78764705882353
1,2018-02-19,Aspen,>TL,3641.0,-10.0,-4.5,-10.0,-12.25,82.5,34.5,204.0,78.75,0.06,0.095,0.0,1.15,0.0,49.15,1.3
2,2018-02-19,Aspen,TL,3263.2727272727275,-4.636363636363637,1.8181818181818181,-6.0,-9.0,81.72727272727273,23.545454545454547,208.0,59.45454545454545,0.14999999999999997,0.37999999999999995,0.20636363636363636,1.2545454545454544,0.0,116.60909090909091,19.683636363636367
3,2018-02-19,Front Range,<TL,2612.5777777777776,-6.7555555555555555,7.622222222222222,-11.0,-14.088888888888889,64.42222222222222,7.444444444444445,198.73333333333332,22.333333333333332,0.3946666666666667,0.6882222222222222,0.05555555555555555,0.17857142857142858,0.005142857142857143,30.30888888888889,9.364666666666666
4,2018-02-19,Front Range,>TL,3729.25,-7.75,-3.25,-9.5,-12.5,60.0,43.75,229.25,74.0,,,,,,,
5,2018-02-19,Front Range,TL,3223.235294117647,-0.35294117647058826,4.411764705882353,-2.7058823529411766,-9.941176470588236,50.294117647058826,29.88235294117647,214.35294117647058,53.705882352941174,0.3733333333333333,4.662222222222223,0.07352941176470588,,,100.34117647058825,24.801764705882356
6,2018-02-19,Grand Mesa,<TL,2138.25,2.75,10.25,1.0,-5.25,61.75,34.25,246.75,80.5,0.0,0.0,0.0,6.3,0.0,45.7,9.14
7,2018-02-19,Grand Mesa,TL,3100.8,-4.6,1.8,-5.8,-10.0,82.0,31.0,205.0,68.0,0.0,0.0,0.192,5.04,0.0,69.47999999999999,11.584
8,2018-02-19,Gunnison,<TL,2619.0625,-1.375,6.9375,-6.5625,-9.5625,51.375,15.9375,152.5625,32.9375,0.0,0.0,0.06125,0.0,0.0,58.16875,15.274999999999999
9,2018-02-19,Gunnison,>TL,3658.0,-10.0,-5.0,-10.0,-12.0,85.0,62.0,211.0,93.0,0.0,0.0,0.0,0.0,0.0,7.6,2.79
10,2018-02-19,Gunnison,TL,3245.5,-4.375,1.75,-6.375,-11.0,67.375,15.0,138.875,43.375,0.0,0.065,0.0,0.0,0.0,71.7125,13.174999999999997
11,2018-02-19,North San Juan,<TL,2680.1052631578946,-1.5263157894736843,6.631578947368421,-2.3684210526315788,-5.368421052631579,79.6842105263158,11.31578947368421,224.78947368421052,31.210526315789473,0.0431578947368421,0.05473684210526316,0.10947368421052632,3.2736842105263158,0.0,38.9,7.562631578947368
12,2018-02-19,North San Juan,>TL,3720.7,-8.6,-3.2,-9.7,-11.0,87.6,49.8,213.9,103.9,0.0,0.030000000000000006,0.076,3.02,0.0,36.96,3.8609999999999998
