CAIC_Weather_Date,BC Zone,Station,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE,Provider
2018-02-21,Steamboat,Range South,<TL,1928,-4,-2,-12,?,?,?,?,?,?,?,?,?,?,?,?,MesoWest
2018-02-21,Steamboat,Steamboat Springs 1,<TL,2042,-13,-6,-26,?,?,?,?,?,?,?,1.68,?,?,?,?,HADS
2018-02-21,Steamboat,U40-Steamboat (040W,<TL,2066,-16,-5,-27,-17,86,6,220,8,0.00,0.00,?,?,?,?,?,CODOT
2018-02-21,Steamboat,Steamboat Sprngs,<TL,2096,-15,-9,-23,-20,69,0,0,?,?,?,?,?,?,?,?,METAR
2018-02-21,Steamboat,Steamboat Springs 0,<TL,2150,?,?,?,?,?,?,?,?,?,0.00,?,0.0,0.00,53.3,?,CoCoRaHS
2018-02-21,Steamboat,Wolcott 2.3 N CO,<TL,2181,?,?,?,?,?,?,?,?,?,0.00,?,?,?,?,?,CoCoRaHS
2018-02-21,Steamboat,Steamboat Springs 1,<TL,2195,?,?,?,?,?,?,?,?,?,0.05,?,0.5,?,81.3,?,CoCoRaHS
2018-02-21,Steamboat,Gypsum,<TL,2237,-3,-3,-17,-14,42,3,162,13,?,0.03,?,?,?,?,?,RAWS
2018-02-21,Steamboat,Clark 0.7 NW CO,<TL,2239,?,?,?,?,?,?,?,?,?,?,?,8.9,?,?,?,CoCoRaHS
2018-02-21,Steamboat,Hangman,<TL,2388,-7,-7,-20,-16,48,6,127,11,?,0.00,?,?,?,?,?,RAWS
2018-02-21,Steamboat,Yampa Ranger Statio,<TL,2402,-16,-10,-23,?,?,?,?,?,?,?,?,?,?,?,?,HADS
2018-02-21,Steamboat,Trapper North,<TL,2426,-7,-7,-22,?,?,?,?,?,?,?,?,?,?,?,?,UPR
2018-02-21,Steamboat,Dry Lake,<TL,2560,-6,-6,-20,-16,43,3,211,7,?,?,0.00,?,?,116.8,31.75,SNOTEL
2018-02-21,Steamboat,Dry Lake,<TL,2565,-7,-7,-19,-19,38,11,216,18,?,0.00,?,?,?,?,?,RAWS
2018-02-21,Steamboat,Elk River,<TL,2652,-9,-9,-20,?,?,?,?,?,?,?,0.25,?,?,111.8,29.97,SNOTEL
2018-02-21,Steamboat,Elkhead Divide,<TL,2676,-7,-7,-19,?,?,?,?,?,?,?,0.00,?,?,114.3,27.43,SNOTEL
2018-02-21,Steamboat,Lynx Pass,<TL,2707,-8,-8,-26,?,?,?,?,?,?,?,0.00,?,?,76.2,19.81,SNOTEL
2018-02-21,Steamboat,Walden 16.3 WSW CO,<TL,2717,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?,CoCoRaHS
2018-02-21,Steamboat,Porcupine Cr,<TL,2725,-9,-8,-28,-19,42,21,232,35,?,0.10,?,?,?,?,?,RAWS
2018-02-21,Steamboat,Bear River,<TL,2768,-10,-10,-16,?,?,?,?,?,?,?,?,?,?,88.9,20.57,SNOTEL
2018-02-21,Steamboat,Crosho,<TL,2774,-5,-5,-22,?,?,?,?,?,?,?,0.76,?,?,73.7,18.29,SNOTEL
2018-02-21,Steamboat,Columbine,<TL,2792,-9,-9,-23,?,?,?,?,?,?,?,0.76,?,?,132.1,43.69,SNOTEL
2018-02-21,Steamboat,Buffalo Park,<TL,2817,-8,-8,-28,?,?,?,?,?,?,?,?,?,?,119.4,29.72,SNOTEL
2018-02-21,Steamboat,Lost Dog,<TL,2841,-10,-10,-12,?,?,?,?,?,?,?,?,?,?,132.1,35.81,SNOTEL
2018-02-21,Steamboat,Zirkel,<TL,2847,-8,-8,-20,?,?,?,?,?,?,?,0.00,?,?,172.7,51.82,SNOTEL
2018-02-21,Steamboat,Rabbit Ears,<TL,2865,-10,-10,-20,?,?,?,?,?,?,?,0.25,?,?,127.0,31.50,SNOTEL
2018-02-21,Steamboat,Burro Mountain,<TL,2865,-6,-6,-19,?,?,?,?,?,?,?,0.25,?,?,81.3,18.80,SNOTEL
2018-02-21,Steamboat,Steamboat Lake Stat,<TL,2871,-15,-10,-27,-19,69,3,83,13,?,?,?,?,?,63.0,?,CAIC
2018-02-21,Steamboat,Willow Creek Pass,<TL,2908,-9,-9,-23,?,?,?,?,?,?,?,0.25,?,?,111.8,26.16,SNOTEL
2018-02-21,Steamboat,Trapper Lake,<TL,2957,-9,-9,-17,?,?,?,?,?,?,?,0.76,?,?,17.8,6.35,SNOTEL
2018-02-21,Steamboat,Ripple Creek,TL,3152,-10,-10,-20,?,?,?,?,?,?,?,0.00,?,?,160.0,41.40,SNOTEL
2018-02-21,Steamboat,Tower,TL,3201,-13,-13,-20,?,?,?,?,?,?,?,0.00,?,?,213.4,64.77,SNOTEL
2018-02-21,Steamboat,Storm Peak Observat,TL,3210,-17,-17,-21,-18,90,3,223,9,?,?,?,?,?,?,?,DRI
2018-02-21,Steamboat,Walton Peak,TL,3224,-12,-12,-20,-16,72,15,230,?,?,?,?,?,?,?,?,METAR
2018-02-21,Steamboat,Bison Lake,TL,3316,-10,-10,-22,?,?,?,?,?,?,?,1.27,?,?,129.5,34.54,SNOTEL
2018-02-21,Gunnison,Paonia Reservoir nr,<TL,1975,-5,0,-17,?,?,?,?,?,?,?,0.00,?,?,?,?,HADS
2018-02-21,Gunnison,Blue Mesa Dam nr Gu,<TL,2240,-10,-3,-18,?,?,?,?,?,?,?,0.00,?,?,?,?,HADS
2018-02-21,Gunnison,Gunnison Arpt,<TL,2339,-11,-10,-22,-17,61,5,80,?,?,?,?,?,?,?,?,METAR
2018-02-21,Gunnison,Gunnison 0.8 NNW CO,<TL,2349,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?,CoCoRaHS
2018-02-21,Gunnison,CW1428 Gunnison,<TL,2352,-11,-5,-19,-19,49,3,89,?,?,?,?,?,?,?,?,APRSWXNET
2018-02-21,Gunnison,Gunnison 6.6 N CO,<TL,2422,?,?,?,?,?,?,?,?,?,0.00,?,0.0,?,?,?,CoCoRaHS
2018-02-21,Gunnison,Almont,<TL,2440,-8,-2,-22,?,?,?,?,?,?,?,0.00,?,?,?,?,HADS
2018-02-21,Gunnison,Parlin 2.7 ESE CO,<TL,2562,?,?,?,?,?,?,?,?,?,0.00,?,0.0,?,?,?,CoCoRaHS
2018-02-21,Gunnison,Crested Butte,<TL,2701,-10,-10,-31,?,?,?,?,?,?,?,0.00,?,?,?,?,HADS
2018-02-21,Gunnison,Crested Butte (RWIS,<TL,2721,-13,-10,-26,-19,59,2,200,6,0.00,0.00,?,?,?,?,?,CODOT
2018-02-21,Gunnison,Silver Jack Reservo,<TL,2721,?,?,?,?,?,?,?,?,?,?,0.00,?,?,?,?,HADS
2018-02-21,Gunnison,Taylor Park,<TL,2795,-20,-9,-30,?,?,?,?,?,?,?,?,?,?,?,?,HADS
2018-02-21,Gunnison,Kettle Ponds,<TL,2841,-13,-12,-25,-20,56,2,360,?,?,?,?,?,?,?,?,RMBL
2018-02-21,Gunnison,Billy Barr House,<TL,2905,-12,-11,-28,-19,56,6,119,?,?,?,?,?,?,?,?,RMBL
2018-02-21,Gunnison,Park Cone,<TL,2926,-13,-9,-30,?,?,?,?,?,?,?,1.52,?,?,61.0,14.99,SNOTEL
2018-02-21,Gunnison,Judd Falls,<TL,2974,-10,-9,-20,-21,41,3,177,?,?,?,?,?,?,430.5,?,RMBL
2018-02-21,Gunnison,Crested Butte 6.2 N,<TL,2991,?,?,?,?,?,?,?,?,?,0.36,?,3.8,0.36,99.1,?,CoCoRaHS
2018-02-21,Gunnison,Mexican Cut,TL,3094,-17,-16,-22,-22,66,11,162,?,?,?,?,?,?,?,?,RMBL
2018-02-21,Gunnison,Butte,TL,3097,-9,-9,-19,?,?,?,?,?,?,?,0.25,?,?,71.1,17.02,SNOTEL
2018-02-21,Gunnison,Irwin Guides StudyP,TL,3170,-9,-9,-26,-23,33,4,149,11,0.00,?,0.13,?,?,120.9,?,IrwinGuide
2018-02-21,Gunnison,Taylor Park,TL,3201,-7,-7,-23,-20,33,10,148,16,?,0.03,?,?,?,?,?,RAWS
2018-02-21,Gunnison,Upper Taylor,TL,3243,-7,-7,-23,?,?,?,?,?,?,?,0.25,?,?,88.9,21.84,SNOTEL
2018-02-21,Gunnison,Snodgrass Mt,TL,3332,-16,-13,-22,-18,86,1,218,?,?,?,?,?,?,?,?,RMBL
2018-02-21,Gunnison,Elkton,TL,3383,-13,-13,-21,-21,51,3,140,10,?,?,?,?,?,80.0,?,DanK
2018-02-21,Gunnison,Crested Butte Mtn R,TL,3444,-14,-14,-21,?,?,2,246,8,?,?,?,?,?,?,?,CBMR
2018-02-21,Gunnison,Irwin Guides RidgeT,>TL,3658,-15,-15,-22,-17,85,0,30,5,?,?,?,?,?,?,?,IrwinGuide
2018-02-21,Sangre,Cotopaxi 4.9 SE CO,<TL,2194,?,?,?,?,?,?,?,?,?,0.00,?,0.0,?,?,?,CoCoRaHS
2018-02-21,Sangre,Cotopaxi 4.8 SSE CO,<TL,2256,?,?,?,?,?,?,?,?,?,0.00,?,0.0,?,?,?,CoCoRaHS
