CAIC_Weather_Date,BC Zone,Station,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE,Provider
2018-01-05,Steamboat,Range South,<TL,1928,-4,7,-12,?,?,?,?,?,?,?,?,?,?,?,?,MesoWest
2018-01-05,Steamboat,Steamboat Springs 1,<TL,2042,-4,5,-16,?,?,?,?,?,?,?,?,?,?,?,?,HADS
2018-01-05,Steamboat,U40-Steamboat (040W,<TL,2066,-7,1,-19,-13,63,5,180,8,0.00,0.00,?,?,?,?,?,CODOT
2018-01-05,Steamboat,Steamboat Sprngs,<TL,2096,-4,0,-13,-13,48,0,0,?,?,?,?,?,?,?,?,METAR
2018-01-05,Steamboat,Steamboat Springs 0,<TL,2150,?,?,?,?,?,?,?,?,?,?,?,0.0,0.00,19.1,?,CoCoRaHS
2018-01-05,Steamboat,Steamboat Springs 1,<TL,2163,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?,CoCoRaHS
2018-01-05,Steamboat,Wolcott 2.3 N CO,<TL,2181,?,?,?,?,?,?,?,?,?,0.00,?,0.0,?,0.0,?,CoCoRaHS
2018-01-05,Steamboat,Gypsum,<TL,2237,-1,5,-9,-15,32,5,163,10,?,0.00,0.00,?,?,?,?,RAWS
2018-01-05,Steamboat,Clark 0.7 NW CO,<TL,2239,?,?,?,?,?,?,?,?,?,0.00,?,0.0,?,?,?,CoCoRaHS
2018-01-05,Steamboat,Hangman,<TL,2388,-1,5,-11,-15,32,5,168,8,?,0.00,?,?,?,?,?,RAWS
2018-01-05,Steamboat,Yampa Ranger Statio,<TL,2402,2,6,-9,?,?,?,?,?,?,?,?,?,?,?,?,HADS
2018-01-05,Steamboat,Trapper North,<TL,2426,0,5,-9,?,?,?,?,?,?,?,?,?,?,?,?,UPR
2018-01-05,Steamboat,Dry Lake,<TL,2560,5,5,-6,-12,27,1,108,4,?,?,0.00,?,?,61.0,13.46,SNOTEL
