CAIC_Weather_Date,BC Zone,Station,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE,Provider
2017-12-12,Steamboat,Range South,<TL,1928,-2,5,-14,?,?,?,?,?,?,?,?,?,?,?,?,MesoWest
2017-12-12,Steamboat,Steamboat Springs 1,<TL,2042,0,6,-13,?,?,?,?,?,?,?,0.00,?,?,?,?,HADS
2017-12-12,Steamboat,U40-Steamboat (040W,<TL,2066,-4,6,-16,-8,71,3,225,8,0.00,0.00,?,?,?,?,?,CODOT
2017-12-12,Steamboat,Steamboat Sprngs,<TL,2096,-2,3,-10,-9,58,0,0,?,?,?,?,?,?,?,?,METAR
2017-12-12,Steamboat,Steamboat Springs 0,<TL,2150,?,?,?,?,?,?,?,?,?,?,?,0.0,0.00,2.5,?,CoCoRaHS
2017-12-12,Steamboat,Steamboat Springs 1,<TL,2163,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?,CoCoRaHS
2017-12-12,Steamboat,Wolcott 2.3 N CO,<TL,2181,?,?,?,?,?,?,?,?,?,?,?,0.0,?,0.0,?,CoCoRaHS
2017-12-12,Steamboat,Gypsum,<TL,2237,2,4,-9,-10,40,5,151,10,?,0.00,0.00,?,?,?,?,RAWS
2017-12-12,Steamboat,Clark 0.7 NW CO,<TL,2239,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?,CoCoRaHS
2017-12-12,Steamboat,Hangman,<TL,2388,0,4,-9,-11,44,5,166,10,?,0.00,?,?,?,?,?,RAWS
2017-12-12,Steamboat,Yampa Ranger Statio,<TL,2402,4,8,-7,?,?,?,?,?,?,?,?,?,?,?,?,HADS
2017-12-12,Steamboat,Trapper North,<TL,2426,3,6,-8,?,?,?,?,?,?,?,?,?,?,?,?,UPR
