CAIC_Weather_Date,BC Zone,Station,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE,Provider
2018-02-16,Steamboat,Range South,<TL,1928,0,3,-14,?,?,?,?,?,?,?,?,?,?,?,?,MesoWest
2018-02-16,Steamboat,Steamboat Springs 1,<TL,2042,-6,-2,-20,?,?,?,?,?,?,?,0.10,?,?,?,?,HADS
2018-02-16,Steamboat,U40-Steamboat (040W,<TL,2066,-10,1,-23,-12,86,8,175,11,0.00,0.03,?,?,?,?,?,CODOT
2018-02-16,Steamboat,Steamboat Sprngs,<TL,2096,-13,-2,-18,-15,84,0,0,?,?,?,?,?,?,?,?,METAR
2018-02-16,Steamboat,Steamboat Springs 0,<TL,2150,?,?,?,?,?,?,?,?,?,0.41,?,4.6,0.41,59.7,?,CoCoRaHS
2018-02-16,Steamboat,Steamboat Springs 1,<TL,2163,?,?,?,?,?,?,?,?,?,?,?,5.1,0.38,?,?,CoCoRaHS
2018-02-16,Steamboat,Wolcott 2.3 N CO,<TL,2181,?,?,?,?,?,?,?,?,?,0.23,?,2.3,0.23,7.6,?,CoCoRaHS
2018-02-16,Steamboat,Steamboat Springs 1,<TL,2195,?,?,?,?,?,?,?,?,?,0.84,?,9.9,?,83.8,?,CoCoRaHS
2018-02-16,Steamboat,Gypsum,<TL,2237,1,4,-13,-10,46,5,149,13,?,0.00,?,?,?,?,?,RAWS
2018-02-16,Steamboat,Clark 0.7 NW CO,<TL,2239,?,?,?,?,?,?,?,?,?,0.00,?,0.0,?,?,?,CoCoRaHS
2018-02-16,Steamboat,Hangman,<TL,2388,-2,1,-18,-11,48,5,35,8,?,0.00,?,?,?,?,?,RAWS
2018-02-16,Steamboat,Yampa Ranger Statio,<TL,2402,-5,-2,-22,?,?,?,?,?,?,?,?,?,?,?,?,HADS
2018-02-16,Steamboat,Trapper North,<TL,2426,-5,-4,-21,?,?,?,?,?,?,?,?,?,?,?,?,UPR
2018-02-16,Steamboat,Dry Lake,<TL,2560,-3,-3,-15,-7,75,2,41,5,?,?,0.25,?,?,121.9,30.99,SNOTEL
2018-02-16,Steamboat,Dry Lake,<TL,2565,-4,-4,-15,-10,66,5,335,11,?,0.03,?,?,?,?,?,RAWS
2018-02-16,Steamboat,Elk River,<TL,2652,-6,-4,-15,?,?,?,?,?,?,?,0.51,?,?,121.9,28.19,SNOTEL
2018-02-16,Steamboat,Elkhead Divide,<TL,2676,-5,-3,-14,?,?,?,?,?,?,?,0.25,?,?,119.4,25.91,SNOTEL
2018-02-16,Steamboat,Lynx Pass,<TL,2707,-5,-4,-22,?,?,?,?,?,?,?,0.00,?,?,78.7,18.80,SNOTEL
2018-02-16,Steamboat,Walden 16.3 WSW CO,<TL,2717,?,?,?,?,?,?,?,?,?,?,?,5.1,?,?,?,CoCoRaHS
2018-02-16,Steamboat,Porcupine Cr,<TL,2725,-6,-6,-24,-12,62,11,139,21,?,0.05,?,?,?,?,?,RAWS
2018-02-16,Steamboat,Bear River,<TL,2768,-7,-4,-20,?,?,?,?,?,?,?,0.00,?,?,86.4,19.05,SNOTEL
2018-02-16,Steamboat,Crosho,<TL,2774,-2,-2,-19,?,?,?,?,?,?,?,1.27,?,?,83.8,17.53,SNOTEL
2018-02-16,Steamboat,Columbine,<TL,2792,-4,-4,-16,?,?,?,?,?,?,?,0.76,?,?,139.7,41.40,SNOTEL
2018-02-16,Steamboat,Buffalo Park,<TL,2817,-7,-5,-27,?,?,?,?,?,?,?,0.25,?,?,?,29.21,SNOTEL
2018-02-16,Steamboat,Lost Dog,<TL,2841,-8,-6,-13,?,?,?,?,?,?,?,0.25,?,?,139.7,34.54,SNOTEL
2018-02-16,Steamboat,Zirkel,<TL,2847,-7,-6,-14,?,?,?,?,?,?,?,1.02,?,?,180.3,49.28,SNOTEL
2018-02-16,Steamboat,Burro Mountain,<TL,2865,-2,-2,-16,?,?,?,?,?,?,?,0.76,?,?,?,17.53,SNOTEL
2018-02-16,Steamboat,Rabbit Ears,<TL,2865,-6,-6,-16,?,?,?,?,?,?,?,0.76,?,?,137.2,30.73,SNOTEL
2018-02-16,Steamboat,Steamboat Lake Stat,<TL,2871,-13,-5,-22,-18,67,1,117,6,?,?,?,?,?,69.8,?,CAIC
2018-02-16,Steamboat,Willow Creek Pass,<TL,2908,-6,-6,-22,?,?,?,?,?,?,?,0.00,?,?,114.3,25.40,SNOTEL
2018-02-16,Steamboat,Trapper Lake,<TL,2957,-6,-5,-15,?,?,?,?,?,?,?,1.78,?,?,27.9,8.38,SNOTEL
2018-02-16,Steamboat,Ripple Creek,TL,3152,-7,-7,-18,?,?,?,?,?,?,?,1.02,?,?,167.6,39.62,SNOTEL
2018-02-16,Steamboat,Tower,TL,3201,-8,-8,-16,?,?,?,?,?,?,?,0.00,?,?,238.8,64.01,SNOTEL
