,Unnamed: 0,Unnamed: 0.1,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE,storm,days_since_storm
0,3,3,2017-12-01,Front Range,<TL,2611.782608695652,6.586956521739131,9.391304347826088,-0.5434782608695652,-6.130434782608695,41.45652173913044,16.456521739130434,188.95652173913044,32.04347826086956,0.2065217391304348,0.9465217391304348,0.021739130434782608,0.0,,7.956521739130435,2.6265217391304345,no,11
1,29,3,2017-12-02,Front Range,<TL,2604.733333333333,7.6444444444444475,8.6,-2.9555555555555566,-7.333333333333332,34.44444444444444,9.488888888888887,197.4,25.93333333333333,0.20555555555555555,1.2106666666666668,0.0,0.0,,6.891111111111113,2.6793333333333336,no,12
2,55,3,2017-12-03,Front Range,<TL,2610.304347826087,7.978260869565218,10.195652173913043,-0.2826086956521739,-8.782608695652174,30.5,19.543478260869566,216.3913043478261,37.32608695652174,0.2313043478260869,0.6052173913043478,0.010869565217391304,0.0,0.0,7.680434782608698,3.0560869565217392,no,13
3,81,3,2017-12-04,Front Range,<TL,2617.795918367347,-6.306122448979592,10.040816326530612,-9.346938775510203,-15.020408163265307,55.3265306122449,11.3265306122449,224.7142857142857,26.285714285714285,0.0,0.530204081632653,0.040816326530612235,1.813043478260869,0.1561764705882353,10.338775510204082,3.033061224489796,yes,0
4,107,3,2017-12-05,Front Range,<TL,2616.255319148936,-1.8085106382978724,-1.3617021276595744,-11.936170212765957,-16.893617021276597,31.85106382978724,12.27659574468085,231.5531914893617,24.59574468085107,0.0,0.010851063829787237,0.07,0.011363636363636364,,11.008510638297873,5.011489361702128,no,1
5,133,3,2017-12-06,Front Range,<TL,2617.0,-6.782608695652174,1.4782608695652173,-10.869565217391305,-18.565217391304348,40.67391304347826,11.673913043478262,211.84782608695653,27.58695652173913,0.0,0.0045652173913043465,0.0,0.0,,11.208695652173912,5.033913043478262,no,2
6,159,3,2017-12-07,Front Range,<TL,2616.3541666666665,-7.104166666666668,-5.125,-13.520833333333336,-15.958333333333336,52.70833333333334,8.6875,201.16666666666663,19.0625,0.0,0.008333333333333333,0.03125,0.0,0.0,7.783333333333334,4.3429166666666665,no,3
7,185,3,2017-12-08,Front Range,<TL,2615.31914893617,1.5957446808510638,2.4468085106382977,-8.808510638297873,-14.829787234042554,32.61702127659574,13.404255319148936,230.5106382978724,25.74468085106383,0.0,0.042765957446808514,0.0927659574468085,0.18181818181818185,0.03,7.753191489361701,4.885531914893617,no,4
8,211,3,2017-12-09,Front Range,<TL,2614.608695652174,3.9130434782608696,5.260869565217392,-4.369565217391305,-18.369565217391305,21.76086956521739,10.58695652173913,163.5,21.73913043478261,0.0,0.011956521739130432,0.03043478260869565,0.0,0.0,7.404347826086957,4.668260869565217,no,5
9,237,3,2017-12-10,Front Range,<TL,2613.760869565217,5.5,7.2391304347826075,-6.2391304347826075,-21.043478260869566,16.065217391304348,8.717391304347826,201.1304347826087,16.17391304347826,0.0,0.008695652173913044,0.005434782608695652,0.0,0.0,6.626086956521739,4.6521739130434785,no,6
10,263,3,2017-12-11,Front Range,<TL,2613.914893617021,5.531914893617022,7.914893617021277,-2.9574468085106385,-17.46808510638298,19.829787234042552,8.74468085106383,234.6170212765957,19.97872340425532,0.0,0.00851063829787234,0.0,0.0,0.0,6.7042553191489365,3.1197872340425534,no,7
11,289,3,2017-12-12,Front Range,<TL,2616.255319148936,8.574468085106384,9.638297872340424,-4.957446808510638,-10.851063829787234,25.46808510638298,24.340425531914892,174.21276595744686,41.31914893617022,0.0,0.007446808510638296,0.02127659574468085,0.0,,8.914893617021276,5.631489361702129,no,8
12,315,3,2017-12-13,Front Range,<TL,2616.255319148936,4.2340425531914905,10.297872340425533,-2.276595744680851,-16.851063829787233,22.61702127659575,6.2765957446808525,179.31914893617022,14.425531914893615,0.0,0.5668085106382977,0.0,0.0,0.0,7.140425531914892,4.874042553191488,no,9
13,341,3,2017-12-14,Front Range,<TL,2621.16,-3.92,6.76,-9.26,-10.28,64.32,7.82,200.92,17.8,0.0,0.2056000000000001,0.2262,5.8574468085106375,0.3792307692307692,29.670000000000005,3.003,yes,0
14,367,3,2017-12-15,Front Range,<TL,2612.255319148936,3.276595744680851,3.8297872340425534,-10.48936170212766,-16.51063829787234,24.38297872340425,11.872340425531915,173.93617021276592,24.340425531914892,0.08297872340425534,0.024468085106382976,0.08191489361702127,0.0,0.0,9.36595744680851,3.191489361702128,no,1
15,393,3,2017-12-16,Front Range,<TL,2612.255319148936,1.425531914893617,6.914893617021277,-3.276595744680851,-15.27659574468085,30.425531914893607,6.0638297872340425,84.93617021276594,11.468085106382981,0.08297872340425534,0.004468085106382979,0.03978723404255319,0.0,0.0,8.423404255319147,3.2563829787234044,no,2
16,419,3,2017-12-17,Front Range,<TL,2612.4375,-1.1875,3.4375,-11.958333333333336,-13.6875,40.54166666666666,6.291666666666668,148.95833333333334,12.5625,0.0,0.06708333333333334,0.010416666666666666,0.0,0.0,7.991666666666667,3.895625,no,3
17,445,3,2017-12-18,Front Range,<TL,2618.375,2.520833333333333,3.8958333333333335,-5.666666666666668,-9.270833333333334,42.91666666666666,13.5,201.27083333333331,29.72916666666667,0.08333333333333333,0.06,0.09895833333333333,0.0,0.0,8.510416666666666,2.798958333333333,no,4
18,471,3,2017-12-19,Front Range,<TL,2612.5652173913045,4.282608695652174,5.934782608695652,-5.043478260869565,-10.173913043478262,36.04347826086956,5.934782608695652,187.08695652173915,13.847826086956525,0.08260869565217392,0.10804347826086956,0.010869565217391304,0.0,0.0,7.952173913043475,2.841086956521739,no,5
19,497,3,2017-12-20,Front Range,<TL,2613.413043478261,7.065217391304348,7.6521739130434785,-3.0,-13.282608695652176,22.782608695652176,14.347826086956525,202.15217391304347,29.217391304347824,0.06608695652173914,0.14956521739130438,0.03804347826086957,0.0,0.0,7.836956521739131,5.68304347826087,no,6
20,523,3,2017-12-21,Front Range,<TL,2626.914893617021,-8.127659574468085,8.191489361702127,-11.51063829787234,-11.574468085106385,80.08510638297872,4.680851063829787,110.02127659574468,8.51063829787234,0.0,0.12106382978723405,0.06425531914893617,6.088636363636363,0.1938888888888889,12.47446808510638,3.3329787234042563,yes,0
21,549,3,2017-12-22,Front Range,<TL,2627.7954545454545,-3.522727272727273,-2.090909090909091,-15.681818181818182,-13.704545454545455,46.20454545454545,9.090909090909092,204.52272727272728,19.113636363636363,0.0,0.0759090909090909,0.09931818181818182,3.0804878048780484,0.14911764705882355,12.03181818181818,3.072272727272728,yes,0
22,575,3,2017-12-23,Front Range,<TL,2622.431818181818,-2.522727272727273,-1.2045454545454546,-6.454545454545454,-8.522727272727273,66.56818181818181,12.590909090909092,171.70454545454547,29.29545454545455,0.0,0.023181818181818185,0.2493181818181818,0.06097560975609756,0.0,56.55227272727272,4.528181818181818,no,1
23,601,3,2017-12-24,Front Range,<TL,2627.255319148936,-6.659574468085108,-1.9361702127659568,-15.531914893617019,-20.936170212765962,33.361702127659576,17.170212765957444,179.29787234042553,39.80851063829788,0.0,0.19105263157894736,0.3291489361702127,4.49090909090909,0.2470833333333333,26.268085106382976,5.206170212765957,yes,0
24,627,3,2017-12-25,Front Range,<TL,2622.520833333333,-1.4375,-1.1875,-7.5625,-7.125,69.52083333333333,11.541666666666664,204.27083333333331,25.97916666666667,0.025,0.13395833333333332,0.4589583333333334,1.5488888888888883,0.08567567567567567,125.35833333333332,5.697708333333334,yes,0
25,653,3,2017-12-26,Front Range,<TL,2622.520833333333,-0.3125,0.22916666666666666,-5.625,-10.583333333333334,47.4375,11.020833333333336,224.04166666666663,23.125,0.0,0.1379166666666667,0.3620833333333333,1.1355555555555557,0.1916,50.34791666666666,7.205416666666667,yes,0
26,679,3,2017-12-27,Front Range,<TL,2613.866666666667,0.2888888888888889,1.5111111111111108,-6.711111111111111,-13.555555555555555,38.46666666666667,15.066666666666665,153.0,29.91111111111111,0.0,0.1291111111111111,0.05977777777777778,0.0,0.0,20.035555555555558,7.002222222222222,no,1
27,705,3,2017-12-28,Front Range,<TL,2618.7272727272725,2.5454545454545454,3.0454545454545454,-2.090909090909091,-16.704545454545453,24.363636363636363,10.545454545454543,206.0681818181818,24.272727272727273,0.2454545454545455,0.1540909090909091,0.04863636363636364,0.0,0.0,25.3,7.1436363636363645,no,2
28,731,3,2017-12-29,Front Range,<TL,2619.1794871794878,6.615384615384616,6.717948717948718,-0.3333333333333333,-14.128205128205128,21.41025641025641,21.076923076923077,220.61538461538456,50.0,0.16410256410256416,0.3823076923076924,0.01358974358974359,0.0,0.0,17.348717948717947,7.159743589743591,no,3
29,757,3,2017-12-30,Front Range,<TL,2614.125,8.475,8.675,-0.325,-19.625,12.6,19.9,242.2,44.775,0.20625,0.727,0.005,0.0,0.0,86.93999999999998,6.742999999999999,no,4
30,783,3,2017-12-31,Front Range,<TL,2602.926829268293,-2.6341463414634148,9.073170731707316,-8.658536585365852,-16.414634146341463,38.46341463414634,12.219512195121947,220.2682926829268,26.439024390243894,0.0,0.4934146341463415,0.03658536585365853,0.6656249999999999,0.048260869565217385,20.29268292682927,6.529512195121951,yes,0
