,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE,storm,days_since_storm,numberObservations
0,0,8,8,2018-01-01,Gunnison,<TL,2603.1764705882347,-5.235294117647058,4.764705882352942,-15.647058823529413,-15.294117647058822,43.529411764705884,0.5882352941176471,147.94117647058823,6.9411764705882355,0.0,0.0,0.002941176470588236,0.0,0.0,38.39411764705883,8.770000000000001,no,11,0
1,1,34,8,2018-01-02,Gunnison,<TL,2603.1764705882347,-6.588235294117648,4.0,-14.0,-17.11764705882353,37.352941176470594,4.588235294117646,166.64705882352942,10.823529411764708,0.0,0.0,0.05882352941176471,0.0,0.0,38.39411764705883,8.770000000000001,no,12,2
2,2,60,8,2018-01-03,Gunnison,<TL,2603.1764705882347,-7.823529411764706,1.0,-20.58823529411765,-20.529411764705888,34.529411764705884,1.3529411764705883,144.2941176470588,4.235294117647058,0.0,0.0,0.0,0.0,0.0,38.39411764705883,8.770000000000001,no,13,0
3,3,86,8,2018-01-04,Gunnison,<TL,2603.1764705882347,-6.529411764705883,0.4705882352941176,-17.764705882352942,-21.70588235294117,30.294117647058826,1.3529411764705883,148.52941176470586,5.0588235294117645,0.0,0.0,0.0,0.0,0.0,38.39411764705883,8.770000000000001,no,14,0
4,4,112,8,2018-01-05,Gunnison,<TL,2618.875,-4.625,3.25,-15.5,-14.5625,42.1875,1.625,150.5625,5.1875,0.0,0.0,0.046875,0.0,0.0,36.225,8.762500000000001,no,15,0
5,5,138,8,2018-01-06,Gunnison,<TL,2618.875,-4.8125,4.625,-12.3125,-10.3125,56.0,0.8125,156.0,5.1875,0.0,0.0,0.03125,0.0,0.0,36.225,9.013750000000002,no,16,0
6,6,164,8,2018-01-07,Gunnison,<TL,2619.0625,-3.5625,2.3125,-8.625,-7.5625,65.9375,14.625,262.1875,25.625,0.0,0.8525,0.300625,17.60625,1.1575,43.77500000000001,9.61875,yes,0,0
7,7,190,8,2018-01-08,Gunnison,<TL,2605.75,-8.625,1.625,-15.5625,-10.875,73.5,2.4375,213.8125,3.5,0.0,0.0,0.0475,0.0,0.0,43.3,9.3675,no,1,0
8,8,216,8,2018-01-09,Gunnison,<TL,2603.1764705882347,-1.1176470588235294,2.117647058823529,-8.294117647058824,-3.0,81.3529411764706,4.411764705882354,192.88235294117646,8.705882352941176,0.008823529411764706,0.5688235294117648,0.22764705882352945,5.5176470588235285,0.8570588235294118,66.0,10.16,yes,0,1
9,9,242,8,2018-01-10,Gunnison,<TL,2636.866666666667,-0.2,4.2,-6.933333333333334,-2.466666666666667,90.8,7.2,172.0,21.93333333333333,0.0,0.04533333333333333,0.30866666666666664,0.9533333333333336,0.058666666666666666,61.0,10.193333333333333,yes,0,3
